,date,age_band,new_doses,population,rV
614,2021/1/11,20 - 24 years,275,736340,0.000373469
615,2021/1/11,25 - 29 years,939,757848,0.001239035
616,2021/1/11,30 - 34 years,1102,822084,0.001340496
617,2021/1/11,35 - 39 years,937,779934,0.001201384
618,2021/1/11,40 - 44 years,822,677463,0.00121335
619,2021/1/11,45 - 49 years,894,598535,0.001493647
620,2021/1/11,5 - 9 years,0,832055,0
621,2021/1/11,50 - 54 years,983,569938,0.001724749
623,2021/1/11,55 - 59 years,948,508722,0.001863493
624,2021/1/11,60 - 64 years,763,405576,0.001881275
625,2021/1/11,65 - 69 years,462,318142,0.001452182
626,2021/1/11,70 - 74 years,672,280432,0.002396303
628,2021/1/11,75+ years,3972,499879,0.007945923
630,2021/1/12,10 - 14 years,0,425353,0
631,2021/1/12,15 - 19 years,0,194388,0
632,2021/1/12,20 - 24 years,346,736340,0.000469892
633,2021/1/12,25 - 29 years,1186,757848,0.001564958
634,2021/1/12,30 - 34 years,1285,822084,0.001563101
635,2021/1/12,35 - 39 years,1084,779934,0.001389861
636,2021/1/12,40 - 44 years,1084,677463,0.001600087
637,2021/1/12,45 - 49 years,1076,598535,0.001797723
638,2021/1/12,5 - 9 years,0,832055,0
639,2021/1/12,50 - 54 years,1198,569938,0.002101983
641,2021/1/12,55 - 59 years,1222,508722,0.002402098
642,2021/1/12,60 - 64 years,1110,405576,0.002736848
643,2021/1/12,65 - 69 years,646,318142,0.00203054
644,2021/1/12,70 - 74 years,895,280432,0.003191505
646,2021/1/12,75+ years,6041,499879,0.012084925
648,2021/1/13,10 - 14 years,1,425353,2.35E-06
649,2021/1/13,15 - 19 years,0,194388,0
650,2021/1/13,20 - 24 years,489,736340,0.000664095
651,2021/1/13,25 - 29 years,1430,757848,0.001886922
652,2021/1/13,30 - 34 years,1513,822084,0.001840445
653,2021/1/13,35 - 39 years,1339,779934,0.001716812
654,2021/1/13,40 - 44 years,1383,677463,0.00204144
655,2021/1/13,45 - 49 years,1444,598535,0.002412557
656,2021/1/13,5 - 9 years,0,832055,0
657,2021/1/13,50 - 54 years,1546,569938,0.002712576
659,2021/1/13,55 - 59 years,1622,508722,0.003188382
660,2021/1/13,60 - 64 years,1462,405576,0.00360475
661,2021/1/13,65 - 69 years,1039,318142,0.003265837
662,2021/1/13,70 - 74 years,1381,280432,0.004924545
664,2021/1/13,75+ years,14341,499879,0.028688943
666,2021/1/14,10 - 14 years,0,425353,0
667,2021/1/14,15 - 19 years,0,194388,0
668,2021/1/14,20 - 24 years,599,736340,0.000813483
669,2021/1/14,25 - 29 years,1371,757848,0.00180907
670,2021/1/14,30 - 34 years,1555,822084,0.001891534
671,2021/1/14,35 - 39 years,1435,779934,0.001839899
672,2021/1/14,40 - 44 years,1498,677463,0.002211191
673,2021/1/14,45 - 49 years,1569,598535,0.002621401
674,2021/1/14,5 - 9 years,0,832055,0
675,2021/1/14,50 - 54 years,1716,569938,0.003010854
677,2021/1/14,55 - 59 years,1852,508722,0.003640495
678,2021/1/14,60 - 64 years,1653,405576,0.004075685
679,2021/1/14,65 - 69 years,1228,318142,0.003859912
680,2021/1/14,70 - 74 years,2251,280432,0.008026901
682,2021/1/14,75+ years,19935,499879,0.039879651
684,2021/1/15,10 - 14 years,0,425353,0
685,2021/1/15,15 - 19 years,0,194388,0
686,2021/1/15,20 - 24 years,648,736340,0.000880028
687,2021/1/15,25 - 29 years,1529,757848,0.002017555
688,2021/1/15,30 - 34 years,1656,822084,0.002014393
689,2021/1/15,35 - 39 years,1599,779934,0.002050173
690,2021/1/15,40 - 44 years,1627,677463,0.002401607
691,2021/1/15,45 - 49 years,1697,598535,0.002835256
692,2021/1/15,5 - 9 years,0,832055,0
693,2021/1/15,50 - 54 years,1922,569938,0.003372297
695,2021/1/15,55 - 59 years,2005,508722,0.003941249
696,2021/1/15,60 - 64 years,1698,405576,0.004186638
697,2021/1/15,65 - 69 years,1158,318142,0.003639884
698,2021/1/15,70 - 74 years,1953,280432,0.006964255
700,2021/1/15,75+ years,20324,499879,0.040657839
702,2021/1/16,10 - 14 years,0,425353,0
703,2021/1/16,15 - 19 years,0,194388,0
704,2021/1/16,20 - 24 years,429,736340,0.000582611
705,2021/1/16,25 - 29 years,842,757848,0.001111041
706,2021/1/16,30 - 34 years,972,822084,0.001182361
707,2021/1/16,35 - 39 years,919,779934,0.001178305
708,2021/1/16,40 - 44 years,927,677463,0.00136834
709,2021/1/16,45 - 49 years,936,598535,0.001563818
710,2021/1/16,5 - 9 years,1,832055,1.20E-06
711,2021/1/16,50 - 54 years,1041,569938,0.001826514
713,2021/1/16,55 - 59 years,1152,508722,0.002264498
714,2021/1/16,60 - 64 years,1006,405576,0.002480423
715,2021/1/16,65 - 69 years,855,318142,0.002687479
716,2021/1/16,70 - 74 years,1335,280432,0.004760512
718,2021/1/16,75+ years,17525,499879,0.035058484
720,2021/1/17,10 - 14 years,0,425353,0
721,2021/1/17,15 - 19 years,0,194388,0
722,2021/1/17,20 - 24 years,182,736340,0.000247168
723,2021/1/17,25 - 29 years,511,757848,0.000674278
724,2021/1/17,30 - 34 years,500,822084,0.00060821
725,2021/1/17,35 - 39 years,566,779934,0.000725702
726,2021/1/17,40 - 44 years,572,677463,0.000844327
727,2021/1/17,45 - 49 years,606,598535,0.001012472
728,2021/1/17,5 - 9 years,0,832055,0
729,2021/1/17,50 - 54 years,624,569938,0.001094856
731,2021/1/17,55 - 59 years,705,508722,0.001385826
732,2021/1/17,60 - 64 years,629,405576,0.001550881
733,2021/1/17,65 - 69 years,459,318142,0.001442752
734,2021/1/17,70 - 74 years,1066,280432,0.003801278
736,2021/1/17,75+ years,9313,499879,0.018630509
738,2021/1/18,10 - 14 years,0,425353,0
739,2021/1/18,15 - 19 years,0,194388,0
740,2021/1/18,20 - 24 years,347,736340,0.00047125
741,2021/1/18,25 - 29 years,976,757848,0.001287857
742,2021/1/18,30 - 34 years,956,822084,0.001162898
743,2021/1/18,35 - 39 years,862,779934,0.001105222
744,2021/1/18,40 - 44 years,864,677463,0.001275346
745,2021/1/18,45 - 49 years,956,598535,0.001597233
746,2021/1/18,5 - 9 years,0,832055,0
747,2021/1/18,50 - 54 years,1020,569938,0.001789668
749,2021/1/18,55 - 59 years,1103,508722,0.002168178
750,2021/1/18,60 - 64 years,1009,405576,0.00248782
751,2021/1/18,65 - 69 years,699,318142,0.002197132
752,2021/1/18,70 - 74 years,865,280432,0.003084527
754,2021/1/18,75+ years,5602,499879,0.011206712
756,2021/1/19,10 - 14 years,0,425353,0
757,2021/1/19,15 - 19 years,1,194388,5.14E-06
758,2021/1/19,20 - 24 years,475,736340,0.000645082
759,2021/1/19,25 - 29 years,1209,757848,0.001595307
760,2021/1/19,30 - 34 years,1181,822084,0.001436593
761,2021/1/19,35 - 39 years,1192,779934,0.001528334
762,2021/1/19,40 - 44 years,1229,677463,0.001814121
763,2021/1/19,45 - 49 years,1322,598535,0.002208726
764,2021/1/19,5 - 9 years,0,832055,0
765,2021/1/19,50 - 54 years,1440,569938,0.002526591
767,2021/1/19,55 - 59 years,1632,508722,0.003208039
768,2021/1/19,60 - 64 years,1468,405576,0.003619544
769,2021/1/19,65 - 69 years,1020,318142,0.003206116
770,2021/1/19,70 - 74 years,3324,280432,0.011853141
772,2021/1/19,75+ years,17208,499879,0.034424331
774,2021/1/20,10 - 14 years,0,425353,0
775,2021/1/20,15 - 19 years,0,194388,0
776,2021/1/20,20 - 24 years,573,736340,0.000778173
777,2021/1/20,25 - 29 years,1293,757848,0.001706147
778,2021/1/20,30 - 34 years,1404,822084,0.001707855
779,2021/1/20,35 - 39 years,1312,779934,0.001682194
780,2021/1/20,40 - 44 years,1405,677463,0.002073914
781,2021/1/20,45 - 49 years,1558,598535,0.002603022
782,2021/1/20,5 - 9 years,0,832055,0
783,2021/1/20,50 - 54 years,1608,569938,0.00282136
785,2021/1/20,55 - 59 years,1822,508722,0.003581524
786,2021/1/20,60 - 64 years,1668,405576,0.004112669
787,2021/1/20,65 - 69 years,1475,318142,0.004636294
788,2021/1/20,70 - 74 years,5283,280432,0.018838792
790,2021/1/20,75+ years,18199,499879,0.03640681
792,2021/1/21,10 - 14 years,1,425353,2.35E-06
793,2021/1/21,15 - 19 years,0,194388,0
794,2021/1/21,20 - 24 years,518,736340,0.000703479
795,2021/1/21,25 - 29 years,1285,757848,0.001695591
796,2021/1/21,30 - 34 years,1436,822084,0.00174678
797,2021/1/21,35 - 39 years,1381,779934,0.001770663
798,2021/1/21,40 - 44 years,1497,677463,0.002209715
799,2021/1/21,45 - 49 years,1627,598535,0.002718304
800,2021/1/21,5 - 9 years,0,832055,0
801,2021/1/21,50 - 54 years,1780,569938,0.003123147
803,2021/1/21,55 - 59 years,2067,508722,0.004063123
804,2021/1/21,60 - 64 years,1891,405576,0.004662505
805,2021/1/21,65 - 69 years,1604,318142,0.005041774
806,2021/1/21,70 - 74 years,5790,280432,0.020646716
808,2021/1/21,75+ years,15336,499879,0.030679424
810,2021/1/22,10 - 14 years,0,425353,0
811,2021/1/22,15 - 19 years,0,194388,0
812,2021/1/22,20 - 24 years,529,736340,0.000718418
813,2021/1/22,25 - 29 years,1229,757848,0.001621697
814,2021/1/22,30 - 34 years,1276,822084,0.001552153
815,2021/1/22,35 - 39 years,1330,779934,0.001705272
816,2021/1/22,40 - 44 years,1405,677463,0.002073914
817,2021/1/22,45 - 49 years,1575,598535,0.002631425
818,2021/1/22,5 - 9 years,1,832055,1.20E-06
819,2021/1/22,50 - 54 years,1861,569938,0.003265267
821,2021/1/22,55 - 59 years,2198,508722,0.004320631
822,2021/1/22,60 - 64 years,2101,405576,0.005180287
823,2021/1/22,65 - 69 years,2424,318142,0.007619239
824,2021/1/22,70 - 74 years,7546,280432,0.026908484
826,2021/1/22,75+ years,21258,499879,0.042526291
828,2021/1/23,10 - 14 years,0,425353,0
829,2021/1/23,15 - 19 years,1,194388,5.14E-06
830,2021/1/23,20 - 24 years,499,736340,0.000677676
831,2021/1/23,25 - 29 years,888,757848,0.001171739
832,2021/1/23,30 - 34 years,996,822084,0.001211555
833,2021/1/23,35 - 39 years,1075,779934,0.001378322
834,2021/1/23,40 - 44 years,1244,677463,0.001836263
835,2021/1/23,45 - 49 years,1415,598535,0.002364106
836,2021/1/23,5 - 9 years,0,832055,0
837,2021/1/23,50 - 54 years,1763,569938,0.003093319
839,2021/1/23,55 - 59 years,1921,508722,0.003776129
840,2021/1/23,60 - 64 years,1803,405576,0.004445529
841,2021/1/23,65 - 69 years,2311,318142,0.007264052
842,2021/1/23,70 - 74 years,8153,280432,0.029073002
844,2021/1/23,75+ years,20440,499879,0.040889895
846,2021/1/24,10 - 14 years,0,425353,0
847,2021/1/24,15 - 19 years,0,194388,0
848,2021/1/24,20 - 24 years,188,736340,0.000255317
849,2021/1/24,25 - 29 years,450,757848,0.000593787
850,2021/1/24,30 - 34 years,481,822084,0.000585098
851,2021/1/24,35 - 39 years,456,779934,0.000584665
852,2021/1/24,40 - 44 years,512,677463,0.000755761
853,2021/1/24,45 - 49 years,591,598535,0.000987411
854,2021/1/24,5 - 9 years,0,832055,0
855,2021/1/24,50 - 54 years,742,569938,0.001301896
857,2021/1/24,55 - 59 years,1054,508722,0.002071859
858,2021/1/24,60 - 64 years,993,405576,0.00244837
859,2021/1/24,65 - 69 years,1006,318142,0.00316211
860,2021/1/24,70 - 74 years,4559,280432,0.016257061
862,2021/1/24,75+ years,10926,499879,0.021857289
864,2021/1/25,10 - 14 years,0,425353,0
865,2021/1/25,15 - 19 years,0,194388,0
866,2021/1/25,20 - 24 years,342,736340,0.000464459
867,2021/1/25,25 - 29 years,748,757848,0.000987005
868,2021/1/25,30 - 34 years,802,822084,0.000975569
869,2021/1/25,35 - 39 years,792,779934,0.001015471
870,2021/1/25,40 - 44 years,844,677463,0.001245824
871,2021/1/25,45 - 49 years,933,598535,0.001558806
872,2021/1/25,5 - 9 years,0,832055,0
873,2021/1/25,50 - 54 years,1094,569938,0.001919507
875,2021/1/25,55 - 59 years,1313,508722,0.002580977
876,2021/1/25,60 - 64 years,1218,405576,0.003003136
877,2021/1/25,65 - 69 years,1611,318142,0.005063777
878,2021/1/25,70 - 74 years,4607,280432,0.016428225
880,2021/1/25,75+ years,10001,499879,0.020006842
882,2021/1/26,10 - 14 years,1,425353,2.35E-06
883,2021/1/26,15 - 19 years,0,194388,0
884,2021/1/26,20 - 24 years,427,736340,0.000579895
885,2021/1/26,25 - 29 years,925,757848,0.001220561
886,2021/1/26,30 - 34 years,966,822084,0.001175062
887,2021/1/26,35 - 39 years,975,779934,0.001250106
888,2021/1/26,40 - 44 years,1070,677463,0.001579422
889,2021/1/26,45 - 49 years,1136,598535,0.001897968
890,2021/1/26,5 - 9 years,0,832055,0
891,2021/1/26,50 - 54 years,1439,569938,0.002524836
893,2021/1/26,55 - 59 years,1634,508722,0.00321197
894,2021/1/26,60 - 64 years,1647,405576,0.004060891
895,2021/1/26,65 - 69 years,2075,318142,0.006522245
896,2021/1/26,70 - 74 years,6719,280432,0.023959463
898,2021/1/26,75+ years,11687,499879,0.023379658
900,2021/1/27,10 - 14 years,0,425353,0
901,2021/1/27,15 - 19 years,0,194388,0
902,2021/1/27,20 - 24 years,539,736340,0.000731999
903,2021/1/27,25 - 29 years,1055,757848,0.0013921
904,2021/1/27,30 - 34 years,1125,822084,0.001368473
905,2021/1/27,35 - 39 years,1211,779934,0.001552695
906,2021/1/27,40 - 44 years,1293,677463,0.001908591
907,2021/1/27,45 - 49 years,1498,598535,0.002502778
908,2021/1/27,5 - 9 years,0,832055,0
909,2021/1/27,50 - 54 years,1834,569938,0.003217894
911,2021/1/27,55 - 59 years,2118,508722,0.004163374
912,2021/1/27,60 - 64 years,2169,405576,0.00534795
913,2021/1/27,65 - 69 years,2790,318142,0.008769669
914,2021/1/27,70 - 74 years,8026,280432,0.028620129
916,2021/1/27,75+ years,11042,499879,0.022089346
918,2021/1/28,10 - 14 years,0,425353,0
919,2021/1/28,15 - 19 years,0,194388,0
920,2021/1/28,20 - 24 years,584,736340,0.000793112
921,2021/1/28,25 - 29 years,1094,757848,0.001443561
922,2021/1/28,30 - 34 years,1252,822084,0.001522959
923,2021/1/28,35 - 39 years,1270,779934,0.001628343
924,2021/1/28,40 - 44 years,1549,677463,0.002286472
925,2021/1/28,45 - 49 years,1600,598535,0.002673194
926,2021/1/28,5 - 9 years,0,832055,0
927,2021/1/28,50 - 54 years,1954,569938,0.003428443
929,2021/1/28,55 - 59 years,2410,508722,0.004737361
930,2021/1/28,60 - 64 years,2477,405576,0.006107363
931,2021/1/28,65 - 69 years,3600,318142,0.011315702
932,2021/1/28,70 - 74 years,10622,280432,0.037877275
934,2021/1/28,75+ years,14162,499879,0.028330856
936,2021/1/29,10 - 14 years,0,425353,0
937,2021/1/29,15 - 19 years,0,194388,0
938,2021/1/29,20 - 24 years,668,736340,0.00090719
939,2021/1/29,25 - 29 years,1311,757848,0.001729898
940,2021/1/29,30 - 34 years,1559,822084,0.0018964
941,2021/1/29,35 - 39 years,1586,779934,0.002033505
942,2021/1/29,40 - 44 years,1807,677463,0.002667304
943,2021/1/29,45 - 49 years,2053,598535,0.003430042
944,2021/1/29,5 - 9 years,0,832055,0
945,2021/1/29,50 - 54 years,2441,569938,0.004282922
947,2021/1/29,55 - 59 years,2944,508722,0.005787051
948,2021/1/29,60 - 64 years,3163,405576,0.007798785
949,2021/1/29,65 - 69 years,5601,318142,0.017605346
950,2021/1/29,70 - 74 years,13434,280432,0.047904661
952,2021/1/29,75+ years,17022,499879,0.034052241
954,2021/1/30,10 - 14 years,1,425353,2.35E-06
955,2021/1/30,15 - 19 years,0,194388,0
956,2021/1/30,20 - 24 years,528,736340,0.00071706
957,2021/1/30,25 - 29 years,915,757848,0.001207366
958,2021/1/30,30 - 34 years,1039,822084,0.001263861
959,2021/1/30,35 - 39 years,1178,779934,0.001510384
960,2021/1/30,40 - 44 years,1375,677463,0.002029631
961,2021/1/30,45 - 49 years,1658,598535,0.002770097
962,2021/1/30,5 - 9 years,0,832055,0
963,2021/1/30,50 - 54 years,1949,569938,0.00341967
965,2021/1/30,55 - 59 years,2302,508722,0.004525065
966,2021/1/30,60 - 64 years,2598,405576,0.006405704
967,2021/1/30,65 - 69 years,6646,318142,0.020890043
968,2021/1/30,70 - 74 years,12945,280432,0.046160923
970,2021/1/30,75+ years,13775,499879,0.027556669
972,2021/1/31,10 - 14 years,1,425353,2.35E-06
973,2021/1/31,15 - 19 years,0,194388,0
974,2021/1/31,20 - 24 years,413,736340,0.000560882
975,2021/1/31,25 - 29 years,624,757848,0.000823384
976,2021/1/31,30 - 34 years,639,822084,0.000777293
977,2021/1/31,35 - 39 years,836,779934,0.001071886
978,2021/1/31,40 - 44 years,1058,677463,0.001561709
979,2021/1/31,45 - 49 years,1229,598535,0.002053347
980,2021/1/31,5 - 9 years,1,832055,1.20E-06
981,2021/1/31,50 - 54 years,1540,569938,0.002702048
983,2021/1/31,55 - 59 years,1907,508722,0.003748609
984,2021/1/31,60 - 64 years,2551,405576,0.00628982
985,2021/1/31,65 - 69 years,7001,318142,0.022005897
986,2021/1/31,70 - 74 years,12607,280432,0.04495564
988,2021/1/31,75+ years,8498,499879,0.017000114
990,2021/2/1,10 - 14 years,1,425353,2.35E-06
991,2021/2/1,15 - 19 years,0,194388,0
992,2021/2/1,20 - 24 years,400,736340,0.000543227
993,2021/2/1,25 - 29 years,688,757848,0.000907834
994,2021/2/1,30 - 34 years,727,822084,0.000884338
995,2021/2/1,35 - 39 years,793,779934,0.001016753
996,2021/2/1,40 - 44 years,861,677463,0.001270918
997,2021/2/1,45 - 49 years,1053,598535,0.001759296
998,2021/2/1,5 - 9 years,0,832055,0
999,2021/2/1,50 - 54 years,1298,569938,0.002277441
1001,2021/2/1,55 - 59 years,1581,508722,0.003107788
1002,2021/2/1,60 - 64 years,2227,405576,0.005490956
1003,2021/2/1,65 - 69 years,6528,318142,0.020519139
1004,2021/2/1,70 - 74 years,8483,280432,0.030249758
1006,2021/2/1,75+ years,7731,499879,0.015465743
1008,2021/2/2,10 - 14 years,0,425353,0
1009,2021/2/2,15 - 19 years,0,194388,0
1010,2021/2/2,20 - 24 years,421,736340,0.000571747
1011,2021/2/2,25 - 29 years,775,757848,0.001022633
1012,2021/2/2,30 - 34 years,854,822084,0.001038823
1013,2021/2/2,35 - 39 years,992,779934,0.001271902
1014,2021/2/2,40 - 44 years,1102,677463,0.001626657
1015,2021/2/2,45 - 49 years,1263,598535,0.002110152
1016,2021/2/2,5 - 9 years,0,832055,0
1017,2021/2/2,50 - 54 years,1578,569938,0.002768722
1019,2021/2/2,55 - 59 years,1983,508722,0.003898003
1020,2021/2/2,60 - 64 years,3725,405576,0.009184469
1021,2021/2/2,65 - 69 years,6068,318142,0.019073244
1022,2021/2/2,70 - 74 years,8190,280432,0.029204941
1024,2021/2/2,75+ years,6566,499879,0.013135179
1026,2021/2/3,10 - 14 years,0,425353,0
1027,2021/2/3,15 - 19 years,1,194388,5.14E-06
1028,2021/2/3,20 - 24 years,480,736340,0.000651873
1029,2021/2/3,25 - 29 years,896,757848,0.001182295
1030,2021/2/3,30 - 34 years,1030,822084,0.001252913
1031,2021/2/3,35 - 39 years,1105,779934,0.001416787
1032,2021/2/3,40 - 44 years,1314,677463,0.001939589
1033,2021/2/3,45 - 49 years,1513,598535,0.002527839
1034,2021/2/3,5 - 9 years,0,832055,0
1035,2021/2/3,50 - 54 years,1845,569938,0.003237194
1037,2021/2/3,55 - 59 years,2272,508722,0.004466093
1038,2021/2/3,60 - 64 years,4120,405576,0.010158392
1039,2021/2/3,65 - 69 years,6534,318142,0.020537999
1040,2021/2/3,70 - 74 years,9859,280432,0.035156473
1042,2021/2/3,75+ years,5348,499879,0.010698589
1044,2021/2/4,10 - 14 years,1,425353,2.35E-06
1045,2021/2/4,15 - 19 years,0,194388,0
1046,2021/2/4,20 - 24 years,551,736340,0.000748296
1047,2021/2/4,25 - 29 years,995,757848,0.001312928
1048,2021/2/4,30 - 34 years,1107,822084,0.001346578
1049,2021/2/4,35 - 39 years,1247,779934,0.001598853
1050,2021/2/4,40 - 44 years,1528,677463,0.002255474
1051,2021/2/4,45 - 49 years,1773,598535,0.002962233
1052,2021/2/4,5 - 9 years,0,832055,0
1053,2021/2/4,50 - 54 years,2137,569938,0.003749531
1055,2021/2/4,55 - 59 years,2609,508722,0.005128538
1056,2021/2/4,60 - 64 years,4454,405576,0.010981912
1057,2021/2/4,65 - 69 years,8676,318142,0.027270841
1058,2021/2/4,70 - 74 years,10372,280432,0.036985793
1060,2021/2/4,75+ years,5551,499879,0.011104687
1062,2021/2/5,10 - 14 years,1,425353,2.35E-06
1063,2021/2/5,15 - 19 years,1,194388,5.14E-06
1064,2021/2/5,20 - 24 years,511,736340,0.000693973
1065,2021/2/5,25 - 29 years,1021,757848,0.001347236
1066,2021/2/5,30 - 34 years,1189,822084,0.001446324
1067,2021/2/5,35 - 39 years,1473,779934,0.001888621
1068,2021/2/5,40 - 44 years,1704,677463,0.002515267
1069,2021/2/5,45 - 49 years,1934,598535,0.003231223
1070,2021/2/5,5 - 9 years,0,832055,0
1071,2021/2/5,50 - 54 years,2588,569938,0.004540845
1073,2021/2/5,55 - 59 years,3487,508722,0.006854431
1074,2021/2/5,60 - 64 years,4859,405576,0.011980492
1075,2021/2/5,65 - 69 years,9810,318142,0.030835287
1076,2021/2/5,70 - 74 years,9555,280432,0.034072431
1078,2021/2/5,75+ years,5133,499879,0.010268485
1080,2021/2/6,10 - 14 years,1,425353,2.35E-06
1081,2021/2/6,15 - 19 years,2,194388,1.03E-05
1082,2021/2/6,20 - 24 years,468,736340,0.000635576
1083,2021/2/6,25 - 29 years,779,757848,0.001027911
1084,2021/2/6,30 - 34 years,889,822084,0.001081398
1085,2021/2/6,35 - 39 years,1064,779934,0.001364218
1086,2021/2/6,40 - 44 years,1383,677463,0.00204144
1087,2021/2/6,45 - 49 years,1583,598535,0.002644791
1088,2021/2/6,5 - 9 years,1,832055,1.20E-06
1089,2021/2/6,50 - 54 years,2125,569938,0.003728476
1091,2021/2/6,55 - 59 years,3446,508722,0.006773837
1092,2021/2/6,60 - 64 years,3830,405576,0.00944336
1093,2021/2/6,65 - 69 years,8746,318142,0.027490869
1094,2021/2/6,70 - 74 years,7404,280432,0.026402122
1096,2021/2/6,75+ years,3554,499879,0.007109721
1098,2021/2/7,10 - 14 years,0,425353,0
1099,2021/2/7,15 - 19 years,0,194388,0
1100,2021/2/7,20 - 24 years,254,736340,0.000344949
1101,2021/2/7,25 - 29 years,406,757848,0.000535727
1102,2021/2/7,30 - 34 years,431,822084,0.000524277
1103,2021/2/7,35 - 39 years,524,779934,0.000671852
1104,2021/2/7,40 - 44 years,655,677463,0.000966842
1105,2021/2/7,45 - 49 years,806,598535,0.001346621
1106,2021/2/7,5 - 9 years,0,832055,0
1107,2021/2/7,50 - 54 years,1085,569938,0.001903716
1109,2021/2/7,55 - 59 years,2050,508722,0.004029706
1110,2021/2/7,60 - 64 years,2394,405576,0.005902716
1111,2021/2/7,65 - 69 years,4839,318142,0.015210189
1112,2021/2/7,70 - 74 years,4153,280432,0.014809294
1114,2021/2/7,75+ years,1793,499879,0.003586868
1116,2021/2/8,10 - 14 years,0,425353,0
1117,2021/2/8,15 - 19 years,0,194388,0
1118,2021/2/8,20 - 24 years,310,736340,0.000421001
